Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Bangladesh,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,6,259299,12058795,3889485
Bangladesh,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,1,183856,8018074,2298200
Bangladesh,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,2,149969,5637723,1874613
Bangladesh,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,3,145516,4593200,1818950
Bangladesh,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,4,178136,5029089,2226700
Bangladesh,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,5,139263,4843368,1740788
Bangladesh,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,6,159488,6922239,1993600
Bangladesh,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,1,248081,15669091,4986428
Bangladesh,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,2,192041,12636327,3860024
Bangladesh,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,3,253174,15000899,5088797
Bangladesh,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,4,322427,19746293,6480783
Bangladesh,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,5,114134,7701423,2294093
Bangladesh,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,6,138900,9659652,2791890
Bangladesh,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,1,91786,4409092,1110611
Bangladesh,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,2,132759,6183220,1606384
Bangladesh,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,3,188568,8472702,2281673
Bangladesh,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,4,93526,4260366,1131665
Bangladesh,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,5,83887,3299188,1015033
Bangladesh,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,6,54643,2443750,661180
Bangladesh,642,Doz MMF SKIRTS,DOZ,2025,1,44330,1719533,660517
Bangladesh,642,Doz MMF SKIRTS,DOZ,2025,2,55135,1877671,821512
Bangladesh,642,Doz MMF SKIRTS,DOZ,2025,3,63684,2758741,948892
Bangladesh,642,Doz MMF SKIRTS,DOZ,2025,4,86865,2754049,1294289
Bangladesh,642,Doz MMF SKIRTS,DOZ,2025,5,50058,1867238,745864
Bangladesh,642,Doz MMF SKIRTS,DOZ,2025,6,39564,1687427,589504
Bangladesh,643,Nos M&B MMF SUITS,NO,2025,1,28974,750900,108942
Bangladesh,643,Nos M&B MMF SUITS,NO,2025,2,11207,293046,42138
Bangladesh,643,Nos M&B MMF SUITS,NO,2025,3,16337,388761,61427
Bangladesh,643,Nos M&B MMF SUITS,NO,2025,4,11093,306748,41710
Bangladesh,643,Nos M&B MMF SUITS,NO,2025,5,4214,109874,15845
Bangladesh,643,Nos M&B MMF SUITS,NO,2025,6,7565,148270,28444
Bangladesh,644,Nos W&G MMF SUITS,NO,2025,3,21,1711,79
Bangladesh,644,Nos W&G MMF SUITS,NO,2025,4,17565,347113,66044
Bangladesh,644,Nos W&G MMF SUITS,NO,2025,5,2659,48692,9998
Bangladesh,645,Doz M&B MMF SWEATERS,DOZ,2025,1,3419,371277,105305
Bangladesh,645,Doz M&B MMF SWEATERS,DOZ,2025,2,3625,299754,111650
Bangladesh,645,Doz M&B MMF SWEATERS,DOZ,2025,3,8274,603919,254839
Bangladesh,645,Doz M&B MMF SWEATERS,DOZ,2025,4,13269,756811,408685
Bangladesh,645,Doz M&B MMF SWEATERS,DOZ,2025,5,4156,229662,128005
Bangladesh,645,Doz M&B MMF SWEATERS,DOZ,2025,6,5263,382021,162100
Bangladesh,646,Doz W&G MMF SWEATERS,DOZ,2025,1,16769,700585,516485
Bangladesh,646,Doz W&G MMF SWEATERS,DOZ,2025,2,10643,692684,327804
Bangladesh,646,Doz W&G MMF SWEATERS,DOZ,2025,3,16024,680889,493539
Bangladesh,646,Doz W&G MMF SWEATERS,DOZ,2025,4,12036,562418,370709
Bangladesh,646,Doz W&G MMF SWEATERS,DOZ,2025,5,14365,596749,442442
Bangladesh,646,Doz W&G MMF SWEATERS,DOZ,2025,6,59113,2264332,1820680
Bangladesh,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,1,1319787,66080821,19664826
Bangladesh,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,2,1037711,53731319,15461894
Bangladesh,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,3,1213257,57372733,18077529
Bangladesh,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,4,1160279,63551304,17288157
Bangladesh,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,5,653965,35232841,9744079
Bangladesh,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,6,477880,33399182,7120412
Bangladesh,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,1,252032,15052074,3755277
Bangladesh,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,2,273202,14202936,4070710
Bangladesh,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,3,263121,14040333,3920503
Bangladesh,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,4,341488,19576527,5088171
Bangladesh,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,5,169940,10687146,2532106
Bangladesh,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,6,181139,12298981,2698971
Bangladesh,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,1,280324,10353112,1121296
Bangladesh,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,2,225795,8779010,903180
Bangladesh,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,3,203359,6505133,813436
Bangladesh,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,4,296321,10685151,1185284
Bangladesh,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,5,121351,5064684,485404
Bangladesh,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,6,125631,4511705,502524
Bangladesh,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,1,15304,705226,651950
Bangladesh,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,2,12755,635996,543363
Bangladesh,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,3,44557,859182,1898128
Bangladesh,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,4,7780,210279,331428
Bangladesh,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,5,17510,416969,745926
Bangladesh,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,6,12565,286482,535269
Bangladesh,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,1,149357,3827306,6497030
Bangladesh,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,2,57016,2190517,2480196
Bangladesh,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,3,53413,1939188,2323466
Bangladesh,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,4,98037,3523997,4264610
Bangladesh,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,5,92644,2822823,4030014
Bangladesh,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,6,75560,2348619,3286860
Bangladesh,652,Doz MMF UNDERWEAR,DOZ,2025,1,994094,14060832,13320860
Bangladesh,652,Doz MMF UNDERWEAR,DOZ,2025,2,706568,10708905,9468011
Bangladesh,652,Doz MMF UNDERWEAR,DOZ,2025,3,823632,11605118,11036669
Bangladesh,652,Doz MMF UNDERWEAR,DOZ,2025,4,839880,10494944,11254392
Bangladesh,652,Doz MMF UNDERWEAR,DOZ,2025,5,427009,6935409,5721921
Bangladesh,652,Doz MMF UNDERWEAR,DOZ,2025,6,424944,6821781,5694250
Bangladesh,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,1,1904,1189659,65688
Bangladesh,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,2,1551,851921,53510
Bangladesh,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,3,996,630499,34362
Bangladesh,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,4,3956,2718327,136482
Bangladesh,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,5,7971,4762988,275000
Bangladesh,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,6,8191,5548480,282590
Bangladesh,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,1,2634,1422831,90873
Bangladesh,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,2,1667,1541968,57512
Bangladesh,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,3,482,201157,16629
Bangladesh,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,4,5945,3444452,205103
Bangladesh,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,5,7665,3445619,264443
Bangladesh,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,6,11175,5695772,385538
Bangladesh,659,Kg OTHER MMF APPAREL,KG,2025,1,677884,11189535,9761530
Bangladesh,659,Kg OTHER MMF APPAREL,KG,2025,2,641663,11053164,9239947
Bangladesh,659,Kg OTHER MMF APPAREL,KG,2025,3,722226,12302789,10400054
Bangladesh,659,Kg OTHER MMF APPAREL,KG,2025,4,819976,13878681,11807654
Bangladesh,659,Kg OTHER MMF APPAREL,KG,2025,5,637382,9762071,9178301
Bangladesh,659,Kg OTHER MMF APPAREL,KG,2025,6,577296,10034931,8313062
Bangladesh,665,M2 MMF FLOOR COVERINGS,M2,2025,1,5303,27227,5303
Bangladesh,665,M2 MMF FLOOR COVERINGS,M2,2025,2,31126,123568,31126
Bangladesh,665,M2 MMF FLOOR COVERINGS,M2,2025,3,4750,51781,4750
Bangladesh,665,M2 MMF FLOOR COVERINGS,M2,2025,4,5966,34060,5966
Bangladesh,735,Doz W&G SILK COATS,DOZ,2025,2,328,9696,11316
Bangladesh,735,Doz W&G SILK COATS,DOZ,2025,3,1175,33600,40538
Bangladesh,735,Doz W&G SILK COATS,DOZ,2025,4,5,1214,173
Bangladesh,736,Doz SILK DRESSES,DOZ,2025,1,3,7160,114
Bangladesh,736,Doz SILK DRESSES,DOZ,2025,2,10490,65683,397571
Bangladesh,736,Doz SILK DRESSES,DOZ,2025,3,6,3834,227
Bangladesh,736,Doz SILK DRESSES,DOZ,2025,4,1,1321,38
Bangladesh,736,Doz SILK DRESSES,DOZ,2025,5,14,7856,531
Bangladesh,736,Doz SILK DRESSES,DOZ,2025,6,13,15242,493
Bangladesh,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,1,10671,307656,160065
Bangladesh,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,2,3480,125280,52200
Bangladesh,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,3,8162,291077,122430
Bangladesh,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,4,14545,464618,218175
Bangladesh,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,5,3946,99804,59190
Bangladesh,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,6,7185,169104,107775
Bangladesh,740,Doz M&B NOT-KNIT SILK SHIRTS,DOZ,2025,4,19,3183,382
Bangladesh,741,Doz W&G NOT-KNIT SILK SHIRTS&BLOUSES,DOZ,2025,3,5,920,61
Bangladesh,742,Doz SILK SKIRTS,DOZ,2025,5,7,472,104
Bangladesh,742,Doz SILK SKIRTS,DOZ,2025,6,4,1347,60
Bangladesh,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,1,7223,98292,107623
Bangladesh,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,2,10054,134914,149805
Bangladesh,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,3,2208,32859,32899
Bangladesh,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,4,2519,30232,37533
Bangladesh,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,5,3863,49100,57559
Bangladesh,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,6,6065,95026,90369
Bangladesh,751,Doz SILK NIGHTWEAR & PAJAMAS,DOZ,2025,6,43,10242,1871
Bangladesh,752,Doz SILK UNDERWEAR,DOZ,2025,1,69,2881,925
Bangladesh,752,Doz SILK UNDERWEAR,DOZ,2025,5,349,16302,4677
Bangladesh,752,Doz SILK UNDERWEAR,DOZ,2025,6,238,11255,3189
Bangladesh,759,Kg OTHER SILK APPAREL,KG,2025,1,191,11871,2750
Bangladesh,759,Kg OTHER SILK APPAREL,KG,2025,2,1655,10733,23832
Bangladesh,759,Kg OTHER SILK APPAREL,KG,2025,3,928,17674,13363
Bangladesh,759,Kg OTHER SILK APPAREL,KG,2025,4,113,3669,1627
Bangladesh,759,Kg OTHER SILK APPAREL,KG,2025,5,3266,16299,47030
Bangladesh,810,"M2 WOVEN FAB, SILK BLD&N-COT VEG FIB",M2,2025,1,32631,25650,32631
Bangladesh,831,"Dpr GLOVES & MITTENS, SILK & VEG BLEND",DPR,2025,2,4060,24106,11774
Bangladesh,831,"Dpr GLOVES & MITTENS, SILK & VEG BLEND",DPR,2025,4,2008,16683,5823
Bangladesh,831,"Dpr GLOVES & MITTENS, SILK & VEG BLEND",DPR,2025,6,395,7602,1146
Bangladesh,833,"Doz M&B SUIT-TYPE COATS, SLK & VEG",DOZ,2025,1,110,25084,3333
Bangladesh,833,"Doz M&B SUIT-TYPE COATS, SLK & VEG",DOZ,2025,2,225,24774,6818
Bangladesh,833,"Doz M&B SUIT-TYPE COATS, SLK & VEG",DOZ,2025,3,214,55632,6484
Bangladesh,833,"Doz M&B SUIT-TYPE COATS, SLK & VEG",DOZ,2025,4,147,63481,4454
Bangladesh,833,"Doz M&B SUIT-TYPE COATS, SLK & VEG",DOZ,2025,5,64,16530,1939
Bangladesh,833,"Doz M&B SUIT-TYPE COATS, SLK & VEG",DOZ,2025,6,17,9876,515
Bangladesh,834,"Doz OTHER M&B COATS, SILK & VEG",DOZ,2025,1,185,63830,6383
Bangladesh,834,"Doz OTHER M&B COATS, SILK & VEG",DOZ,2025,2,70,35594,2415
Bangladesh,834,"Doz OTHER M&B COATS, SILK & VEG",DOZ,2025,3,606,158889,20907
Bangladesh,834,"Doz OTHER M&B COATS, SILK & VEG",DOZ,2025,4,262,70428,9039
Bangladesh,834,"Doz OTHER M&B COATS, SILK & VEG",DOZ,2025,5,159,41034,5486
Bangladesh,834,"Doz OTHER M&B COATS, SILK & VEG",DOZ,2025,6,1032,239326,35604
Bangladesh,835,"Doz W&G COATS, SILK & VEG BLENDS",DOZ,2025,1,5949,649831,205241
Bangladesh,835,"Doz W&G COATS, SILK & VEG BLENDS",DOZ,2025,2,5400,657643,186300
Bangladesh,835,"Doz W&G COATS, SILK & VEG BLENDS",DOZ,2025,3,5991,850721,206690
Bangladesh,835,"Doz W&G COATS, SILK & VEG BLENDS",DOZ,2025,4,3782,628830,130479
Bangladesh,835,"Doz W&G COATS, SILK & VEG BLENDS",DOZ,2025,5,2181,177481,75245
Bangladesh,835,"Doz W&G COATS, SILK & VEG BLENDS",DOZ,2025,6,1538,51994,53061
Bangladesh,836,"Doz DRESSES, SILK & VEG BLENDS",DOZ,2025,1,2282,371613,86488
Bangladesh,836,"Doz DRESSES, SILK & VEG BLENDS",DOZ,2025,2,5034,1081965,190789
Bangladesh,836,"Doz DRESSES, SILK & VEG BLENDS",DOZ,2025,3,7209,1204680,273221
Bangladesh,836,"Doz DRESSES, SILK & VEG BLENDS",DOZ,2025,4,12931,2362039,490085
Bangladesh,836,"Doz DRESSES, SILK & VEG BLENDS",DOZ,2025,5,2058,376657,77998
Bangladesh,836,"Doz DRESSES, SILK & VEG BLENDS",DOZ,2025,6,8272,1094752,313509
Bangladesh,838,"Doz KNIT SHIRTS & BLOUSES, SILK & VEG",DOZ,2025,1,868,62439,10156
Bangladesh,838,"Doz KNIT SHIRTS & BLOUSES, SILK & VEG",DOZ,2025,2,3996,256745,46753
Bangladesh,838,"Doz KNIT SHIRTS & BLOUSES, SILK & VEG",DOZ,2025,3,2927,194882,34246
Bangladesh,838,"Doz KNIT SHIRTS & BLOUSES, SILK & VEG",DOZ,2025,4,2410,125180,28197
Bangladesh,838,"Doz KNIT SHIRTS & BLOUSES, SILK & VEG",DOZ,2025,5,1861,153756,21774
Bangladesh,838,"Doz KNIT SHIRTS & BLOUSES, SILK & VEG",DOZ,2025,6,3778,311487,44203
Bangladesh,839,Kg BABY SILK/VEG GARM & CLOTH ACCESS,KG,2025,1,9280,117385,58464
Bangladesh,839,Kg BABY SILK/VEG GARM & CLOTH ACCESS,KG,2025,2,2986,92723,18812
Bangladesh,839,Kg BABY SILK/VEG GARM & CLOTH ACCESS,KG,2025,3,7423,219240,46765
Bangladesh,839,Kg BABY SILK/VEG GARM & CLOTH ACCESS,KG,2025,4,2969,145735,18705
Bangladesh,839,Kg BABY SILK/VEG GARM & CLOTH ACCESS,KG,2025,5,853,14782,5374
Bangladesh,839,Kg BABY SILK/VEG GARM & CLOTH ACCESS,KG,2025,6,5631,107746,35475
Bangladesh,840,"Doz N-KNIT SHIRTS & BLOUSES, SILK&VEG",DOZ,2025,1,100288,10302137,1674810
Bangladesh,840,"Doz N-KNIT SHIRTS & BLOUSES, SILK&VEG",DOZ,2025,2,129320,14947197,2159644
Bangladesh,840,"Doz N-KNIT SHIRTS & BLOUSES, SILK&VEG",DOZ,2025,3,172976,18483296,2888699
Bangladesh,840,"Doz N-KNIT SHIRTS & BLOUSES, SILK&VEG",DOZ,2025,4,152529,15483083,2547234
Bangladesh,840,"Doz N-KNIT SHIRTS & BLOUSES, SILK&VEG",DOZ,2025,5,74098,7775997,1237437
Bangladesh,840,"Doz N-KNIT SHIRTS & BLOUSES, SILK&VEG",DOZ,2025,6,11364,1472821,189779
Bangladesh,842,"Doz SKIRTS, SILK & VEG. BLENDS",DOZ,2025,1,1,720,15
Bangladesh,842,"Doz SKIRTS, SILK & VEG. BLENDS",DOZ,2025,2,618,121853,9208
Bangladesh,842,"Doz SKIRTS, SILK & VEG. BLENDS",DOZ,2025,3,2363,413166,35209
Bangladesh,842,"Doz SKIRTS, SILK & VEG. BLENDS",DOZ,2025,4,7322,812332,109098
Bangladesh,842,"Doz SKIRTS, SILK & VEG. BLENDS",DOZ,2025,5,3859,401932,57499
Bangladesh,842,"Doz SKIRTS, SILK & VEG. BLENDS",DOZ,2025,6,3360,333667,50064
Bangladesh,843,"Nos M&B SUITS, SILK & VEG BLENDS",NO,2025,2,1,1528,4
Bangladesh,843,"Nos M&B SUITS, SILK & VEG BLENDS",NO,2025,3,2,4231,8
Bangladesh,843,"Nos M&B SUITS, SILK & VEG BLENDS",NO,2025,4,3,6771,11
Bangladesh,843,"Nos M&B SUITS, SILK & VEG BLENDS",NO,2025,6,1,830,4
Bangladesh,844,"Nos W&G SUITS, SILK & VEG BLENDS",NO,2025,3,32,1440,120
Bangladesh,845,"Doz SWEATERS, OTH NON-COT VEG FIBERS",DOZ,2025,1,1667,91127,51344
Bangladesh,845,"Doz SWEATERS, OTH NON-COT VEG FIBERS",DOZ,2025,2,35,4494,1078
Bangladesh,845,"Doz SWEATERS, OTH NON-COT VEG FIBERS",DOZ,2025,3,865,126645,26642
Bangladesh,845,"Doz SWEATERS, OTH NON-COT VEG FIBERS",DOZ,2025,4,2211,249126,68099
Bangladesh,845,"Doz SWEATERS, OTH NON-COT VEG FIBERS",DOZ,2025,5,591,106210,18203
Bangladesh,845,"Doz SWEATERS, OTH NON-COT VEG FIBERS",DOZ,2025,6,549,135006,16909
Bangladesh,847,"Doz TROUSERS/BREECHES/SHORTS, SILK&VEG",DOZ,2025,1,109220,9055904,1627378
Bangladesh,847,"Doz TROUSERS/BREECHES/SHORTS, SILK&VEG",DOZ,2025,2,137201,12769051,2044295
Bangladesh,847,"Doz TROUSERS/BREECHES/SHORTS, SILK&VEG",DOZ,2025,3,197715,16539244,2945954
Bangladesh,847,"Doz TROUSERS/BREECHES/SHORTS, SILK&VEG",DOZ,2025,4,198934,17978634,2964117
Bangladesh,847,"Doz TROUSERS/BREECHES/SHORTS, SILK&VEG",DOZ,2025,5,65952,6445073,982685
Bangladesh,847,"Doz TROUSERS/BREECHES/SHORTS, SILK&VEG",DOZ,2025,6,21990,1807315,327651
Bangladesh,850,"Doz ROBES, DRESSING GOWNS, ETC, SILK&V",DOZ,2025,1,4,868,170
Bangladesh,850,"Doz ROBES, DRESSING GOWNS, ETC, SILK&V",DOZ,2025,2,32,4421,1363
Bangladesh,850,"Doz ROBES, DRESSING GOWNS, ETC, SILK&V",DOZ,2025,3,58,6559,2471
Bangladesh,850,"Doz ROBES, DRESSING GOWNS, ETC, SILK&V",DOZ,2025,4,98,12247,4175
Bangladesh,851,"Doz NIGHTWEAR & PJ'S, SILK & VEG",DOZ,2025,1,1084,39039,47154
Bangladesh,851,"Doz NIGHTWEAR & PJ'S, SILK & VEG",DOZ,2025,2,937,32445,40760
Bangladesh,851,"Doz NIGHTWEAR & PJ'S, SILK & VEG",DOZ,2025,3,129,39879,5612
Bangladesh,851,"Doz NIGHTWEAR & PJ'S, SILK & VEG",DOZ,2025,4,736,189241,32016
Bangladesh,851,"Doz NIGHTWEAR & PJ'S, SILK & VEG",DOZ,2025,5,28,4375,1218
Bangladesh,852,"Doz UNDERWEAR, SILK & VEG BLENDS",DOZ,2025,1,281,26007,3175
Bangladesh,852,"Doz UNDERWEAR, SILK & VEG BLENDS",DOZ,2025,2,365,67745,4125
Bangladesh,852,"Doz UNDERWEAR, SILK & VEG BLENDS",DOZ,2025,3,5062,263564,57201
Bangladesh,852,"Doz UNDERWEAR, SILK & VEG BLENDS",DOZ,2025,4,215,31676,2430
Bangladesh,852,"Doz UNDERWEAR, SILK & VEG BLENDS",DOZ,2025,5,839,128396,9481
Bangladesh,852,"Doz UNDERWEAR, SILK & VEG BLENDS",DOZ,2025,6,829,88244,9368
Bangladesh,858,"Kg NECKWEAR, SILK & VEG BLENDS",KG,2025,6,109,5654,719
Bangladesh,859,Kg OTHER SILK & NON-COT. VEG APPAREL,KG,2025,1,17160,109988,214500
Bangladesh,859,Kg OTHER SILK & NON-COT. VEG APPAREL,KG,2025,2,35871,893948,448388
Bangladesh,859,Kg OTHER SILK & NON-COT. VEG APPAREL,KG,2025,3,29230,662340,365375
Bangladesh,859,Kg OTHER SILK & NON-COT. VEG APPAREL,KG,2025,4,17979,392631,224738
Bangladesh,859,Kg OTHER SILK & NON-COT. VEG APPAREL,KG,2025,5,12477,375617,155963
Bangladesh,859,Kg OTHER SILK & NON-COT. VEG APPAREL,KG,2025,6,7439,97566,92988
Bangladesh,900,Mpl MISCELLANEOUS,DOZ,2025,1,303764,2060957,0
Bangladesh,900,Mpl MISCELLANEOUS,DPR,2025,1,46764,646646,0
Bangladesh,900,Mpl MISCELLANEOUS,KG,2025,1,336578,766708,0
Bangladesh,900,Mpl MISCELLANEOUS,M2,2025,1,1755263,780176,0
Bangladesh,900,Mpl MISCELLANEOUS,DOZ,2025,2,215246,1297797,0
Bangladesh,900,Mpl MISCELLANEOUS,DPR,2025,2,17752,259433,0
Bangladesh,900,Mpl MISCELLANEOUS,KG,2025,2,313546,839566,0
Bangladesh,900,Mpl MISCELLANEOUS,M2,2025,2,1655411,835820,0
Bangladesh,900,Mpl MISCELLANEOUS,DOZ,2025,3,251079,1421818,0
Bangladesh,900,Mpl MISCELLANEOUS,DPR,2025,3,23059,327184,0
Bangladesh,900,Mpl MISCELLANEOUS,KG,2025,3,305206,658482,0
Bangladesh,900,Mpl MISCELLANEOUS,M2,2025,3,1325006,663711,0
Bangladesh,900,Mpl MISCELLANEOUS,DOZ,2025,4,162009,1318356,0
Bangladesh,900,Mpl MISCELLANEOUS,DPR,2025,4,24300,269769,0
Bangladesh,900,Mpl MISCELLANEOUS,KG,2025,4,649506,1091970,0
Bangladesh,900,Mpl MISCELLANEOUS,M2,2025,4,2034926,1000402,0
Bangladesh,900,Mpl MISCELLANEOUS,DOZ,2025,5,135990,1096910,0
Bangladesh,900,Mpl MISCELLANEOUS,DPR,2025,5,10355,137487,0
Bangladesh,900,Mpl MISCELLANEOUS,KG,2025,5,281481,822434,0
Bangladesh,900,Mpl MISCELLANEOUS,M2,2025,5,1171443,559485,0
Bangladesh,900,Mpl MISCELLANEOUS,DOZ,2025,6,175787,1616595,0
Bangladesh,900,Mpl MISCELLANEOUS,DPR,2025,6,26812,778002,0
Bangladesh,900,Mpl MISCELLANEOUS,KG,2025,6,767988,1214275,0
Bangladesh,900,Mpl MISCELLANEOUS,M2,2025,6,906620,472829,0
Cambodia,200,"Kg YARN FOR RETAIL SALE,SEWING THREAD",KG,2025,1,3426,21835,22612
Cambodia,200,"Kg YARN FOR RETAIL SALE,SEWING THREAD",KG,2025,2,28276,173864,186622
Cambodia,200,"Kg YARN FOR RETAIL SALE,SEWING THREAD",KG,2025,3,22234,119349,146744
Cambodia,200,"Kg YARN FOR RETAIL SALE,SEWING THREAD",KG,2025,4,7904,43124,52166
Cambodia,200,"Kg YARN FOR RETAIL SALE,SEWING THREAD",KG,2025,5,9157,38284,60436
Cambodia,200,"Kg YARN FOR RETAIL SALE,SEWING THREAD",KG,2025,6,18090,105901,119394
Cambodia,222,Kg KNIT FABRIC,KG,2025,1,27029,213227,332457
Cambodia,222,Kg KNIT FABRIC,KG,2025,2,1154,9813,14194
Cambodia,222,Kg KNIT FABRIC,KG,2025,4,182,1545,2239
Cambodia,222,Kg KNIT FABRIC,KG,2025,5,3199,72281,39348
Cambodia,222,Kg KNIT FABRIC,KG,2025,6,797,5520,9803
Cambodia,223,Kg NON-WOVEN FABRICS,KG,2025,1,25723,49186,360122
Cambodia,223,Kg NON-WOVEN FABRICS,KG,2025,2,1544,25620,21616
Cambodia,223,Kg NON-WOVEN FABRICS,KG,2025,3,182,6780,2548
Cambodia,223,Kg NON-WOVEN FABRICS,KG,2025,4,272,7579,3808
Cambodia,223,Kg NON-WOVEN FABRICS,KG,2025,5,6732,41726,94248
Cambodia,223,Kg NON-WOVEN FABRICS,KG,2025,6,296,4651,4144
Cambodia,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,1,1109457,2590208,15088615
Cambodia,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,2,1089375,2801075,14815500
Cambodia,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,3,987708,2370241,13432829
Cambodia,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,4,633486,1591331,8615410
Cambodia,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,5,757710,1961170,10304856
Cambodia,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,6,509593,1393795,6930465
Cambodia,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,1,11457,515210,219974
Cambodia,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,2,7432,599412,142694
Cambodia,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,3,7057,603403,135494
